当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20200822.htm	,http://op1.win007.com/oddslist/1896814.htm	,2020.08.23	,美职业	,国际迈阿密	,奥兰多城	,2.38	,3.34	,2.42	,2.42	,3.34	,2.38	,平手/半球	,0.85	,1.03	,平手	,1.04	,0.84	,3	,3	
http://bf.win007.com/football/Over_20200821.htm	,http://op1.win007.com/oddslist/1896808.htm	,2020.08.22	,美职业	,辛辛那提	,华盛顿联	,2.16	,3.30	,2.72	,2.32	,3.30	,2.50	,平手/半球	,0.95	,0.93	,平手	,0.88	,1.02	,1	,1	
http://bf.win007.com/football/Over_20200821.htm	,http://op1.win007.com/oddslist/1896810.htm	,2020.08.22	,美职业	,休斯敦迪纳摩	,达拉斯FC	,2.25	,3.35	,2.56	,2.36	,3.30	,2.45	,半球	,1.03	,0.85	,平手	,0.96	,0.93	,1	,1	
http://bf.win007.com/football/Over_20200819.htm	,http://op1.win007.com/oddslist/1872410.htm	,2020.08.19	,日职联	,神户胜利船	,柏太阳神	,2.08	,3.60	,2.67	,2.38	,3.60	,2.30	,平手/半球	,0.84	,0.98	,平手	,0.92	,0.97	,0	,3	
http://bf.win007.com/football/Over_20200819.htm	,http://op1.win007.com/oddslist/1873033.htm	,2020.08.19	,日职乙	,东京绿茵	,松本山雅	,2.26	,3.02	,2.77	,2.45	,3.00	,2.55	,平手/半球	,0.99	,0.83	,平手	,1.11	,0.80	,3	,3	
http://bf.win007.com/football/Over_20200818.htm	,http://op1.win007.com/oddslist/1886595.htm	,2020.08.18	,俄超	,坦波夫斯巴达	,希姆基	,2.30	,2.85	,2.87	,2.50	,2.85	,2.62	,平手/半球	,1.00	,0.82	,平手	,0.93	,0.96	,3	,3	
http://bf.win007.com/football/Over_20200816.htm	,http://op1.win007.com/oddslist/1873019.htm	,2020.08.16	,日职乙	,甲府风林	,德岛漩涡	,2.40	,3.23	,2.45	,2.80	,3.20	,2.15	,平手	,1.05	,0.83	,受让平手/半球	,0.95	,0.94	,1	,3	
http://bf.win007.com/football/Over_20200816.htm	,http://op1.win007.com/oddslist/1858604.htm	,2020.08.17	,巴西甲	,巴伊亚	,巴甘蒂诺	,2.32	,2.82	,2.88	,2.52	,2.72	,2.70	,平手/半球	,1.02	,0.80	,平手	,1.06	,0.84	,3	,3	
http://bf.win007.com/football/Over_20200815.htm	,http://op1.win007.com/oddslist/1872404.htm	,2020.08.15	,日职联	,仙台维加泰	,清水鼓动	,2.30	,3.60	,2.38	,2.50	,3.60	,2.20	,平手/半球	,0.95	,0.93	,平手	,1.03	,0.85	,1	,1	
http://bf.win007.com/football/Over_20200815.htm	,http://op1.win007.com/oddslist/1872399.htm	,2020.08.15	,日职联	,FC东京	,名古屋鲸八	,2.26	,3.35	,2.55	,2.38	,3.35	,2.41	,平手/半球	,1.06	,0.82	,平手	,0.87	,1.01	,3	,3	
http://bf.win007.com/football/Over_20200815.htm	,http://op1.win007.com/oddslist/1886586.htm	,2020.08.15	,俄超	,莫斯科火车头	,克拉斯诺达尔	,2.35	,3.00	,2.66	,2.50	,2.85	,2.62	,平手/半球	,0.97	,0.85	,受让平手/半球	,0.81	,1.09	,3	,3	
http://bf.win007.com/football/Over_20200812.htm	,http://op1.win007.com/oddslist/1784074.htm	,2020.08.12	,澳洲甲	,珀斯光荣	,西部联	,1.95	,3.63	,2.90	,2.40	,3.45	,2.35	,半球	,0.83	,1.05	,平手	,0.95	,0.93	,0	,0	
http://bf.win007.com/football/Over_20200812.htm	,http://op1.win007.com/oddslist/1873008.htm	,2020.08.12	,日职乙	,北九州向日葵	,金泽	,2.38	,3.16	,2.52	,3.30	,3.16	,1.95	,平手	,0.81	,1.01	,受让半球	,0.82	,1.08	,3	,3	
http://bf.win007.com/football/Over_20200812.htm	,http://op1.win007.com/oddslist/1873011.htm	,2020.08.12	,日职乙	,千叶市原	,松本山雅	,2.07	,3.08	,3.08	,2.90	,3.08	,2.15	,平手	,0.79	,1.03	,受让平手/半球	,0.89	,1.00	,3	,3	
http://bf.win007.com/football/Over_20200809.htm	,http://op1.win007.com/oddslist/1876855.htm	,2020.08.09	,挪超	,斯塔贝克	,奥德格伦兰	,2.36	,3.20	,2.52	,2.62	,3.20	,2.27	,平手/半球	,1.04	,0.78	,平手	,1.07	,0.83	,0	,0	
http://bf.win007.com/football/Over_20200805.htm	,http://op1.win007.com/oddslist/1853515.htm	,2020.08.06	,欧罗巴杯	,顿涅茨克矿工	,沃尔夫斯堡	,2.26	,3.30	,2.57	,2.65	,3.30	,2.20	,平手	,0.97	,0.85	,受让半球	,0.84	,1.06	,3	,3	
http://bf.win007.com/football/Over_20200805.htm	,http://op1.win007.com/oddslist/1853516.htm	,2020.08.06	,欧罗巴杯	,哥本哈根	,伊斯坦堡普野社希尔	,2.49	,2.95	,2.54	,2.53	,2.90	,2.54	,平手/半球	,0.91	,0.91	,平手	,0.92	,0.97	,3	,3	
http://bf.win007.com/football/Over_20200801.htm	,http://op1.win007.com/oddslist/1763773.htm	,2020.08.02	,意甲	,亚特兰大	,国际米兰	,2.02	,3.65	,2.75	,2.32	,3.40	,2.45	,平手/半球	,1.01	,0.87	,平手	,1.01	,0.90	,0	,0	
