当日链接,比赛详情链接,日期,联赛名,主队,客队,竞彩主胜初赔,竞彩平局初赔,竞彩客胜初赔,竞彩主胜终赔,竞彩平局终赔,竞彩客胜终赔,Crown初盘让球,Crown初盘让球主赔,Crown初盘让球客赔,Crown终盘让球,Crown终盘让球主赔,Crown终盘让球客赔,赛果,首先进球球队
http://bf.win007.com/football/Over_20201118.htm	,http://op1.win007.com/oddslist/1858449.htm	,2020.11.19	,欧国联	,塞尔维亚	,俄罗斯	,2.12	,3.15	,2.86	,2.75	,3.10	,2.21	,平手	,0.88	,1.00	,平手	,1.08	,0.82	,3	,3	
http://bf.win007.com/football/Over_20201117.htm	,http://op1.win007.com/oddslist/1936416.htm	,2020.11.18	,南美预选	,厄瓜多尔	,哥伦比亚	,2.49	,2.95	,2.51	,2.85	,3.00	,2.20	,平手	,0.85	,0.97	,平手	,0.91	,0.98	,3	,3	
http://bf.win007.com/football/Over_20201115.htm	,http://op1.win007.com/oddslist/1872552.htm	,2020.11.15	,日职联	,名古屋鲸八	,FC东京	,2.22	,3.20	,2.67	,2.42	,3.10	,2.48	,平手	,0.82	,1.06	,平手	,0.85	,1.05	,3	,3	
http://bf.win007.com/football/Over_20201114.htm	,http://op1.win007.com/oddslist/1858399.htm	,2020.11.15	,欧国联	,瑞典	,克罗地亚	,2.45	,2.95	,2.55	,2.50	,2.95	,2.50	,平手	,1.02	,0.80	,平手	,0.91	,0.98	,3	,3	
http://bf.win007.com/football/Over_20201112.htm	,http://op1.win007.com/oddslist/1948237.htm	,2020.11.13	,国际友谊	,波黑	,伊朗	,2.40	,2.84	,2.70	,2.58	,2.84	,2.50	,平手/半球	,1.07	,0.81	,平手	,0.88	,1.02	,0	,0	
http://bf.win007.com/football/Over_20201110.htm	,http://op1.win007.com/oddslist/1884780.htm	,2020.11.11	,荷乙	,特尔斯达	,前进之鹰	,2.32	,3.25	,2.50	,2.95	,3.00	,2.15	,平手	,0.97	,0.85	,受让平手/半球	,0.86	,1.02	,0	,3	
http://bf.win007.com/football/Over_20201108.htm	,http://op1.win007.com/oddslist/1913869.htm	,2020.11.08	,西甲	,赫塔菲	,比利亚雷亚尔	,2.38	,2.82	,2.75	,3.03	,2.85	,2.18	,平手/半球	,1.11	,0.78	,受让平手/半球	,0.95	,0.95	,0	,0	
http://bf.win007.com/football/Over_20201108.htm	,http://op1.win007.com/oddslist/1915329.htm	,2020.11.08	,意甲	,亚特兰大	,国际米兰	,2.28	,3.70	,2.32	,2.67	,3.70	,2.02	,平手	,1.04	,0.84	,受让平手/半球	,0.84	,1.06	,1	,0	
http://bf.win007.com/football/Over_20201108.htm	,http://op1.win007.com/oddslist/1894605.htm	,2020.11.09	,德甲	,勒沃库森	,门兴格拉德巴赫	,2.29	,3.40	,2.45	,2.45	,3.35	,2.32	,平手/半球	,0.94	,0.94	,平手	,1.06	,0.84	,3	,0	
http://bf.win007.com/football/Over_20201105.htm	,http://op1.win007.com/oddslist/1936914.htm	,2020.11.06	,欧罗巴杯	,安特卫普	,LASK林茨	,2.22	,3.35	,2.57	,2.32	,3.40	,2.42	,平手	,0.79	,1.03	,平手	,1.05	,0.83	,0	,0	
http://bf.win007.com/football/Over_20201104.htm	,http://op1.win007.com/oddslist/1873224.htm	,2020.11.04	,日职乙	,水户蜀葵	,福冈黄蜂	,2.37	,3.22	,2.46	,2.58	,3.15	,2.30	,平手	,0.80	,1.08	,平手	,1.07	,0.83	,0	,0	
http://bf.win007.com/football/Over_20201104.htm	,http://op1.win007.com/oddslist/1873226.htm	,2020.11.04	,日职乙	,山口雷法	,群马草津温泉	,2.32	,3.40	,2.42	,2.42	,3.40	,2.32	,平手/半球	,1.08	,0.80	,平手	,1.05	,0.85	,1	,3	
http://bf.win007.com/football/Over_20201104.htm	,http://op1.win007.com/oddslist/1915292.htm	,2020.11.04	,意甲	,热那亚	,都灵	,2.27	,3.25	,2.56	,2.40	,3.20	,2.44	,平手	,0.94	,0.94	,平手	,0.93	,0.97	,0	,0	
http://bf.win007.com/football/Over_20201102.htm	,http://op1.win007.com/oddslist/1890132.htm	,2020.11.03	,比甲	,威尔郡	,科特赖克	,2.28	,3.45	,2.44	,2.36	,3.45	,2.36	,平手	,0.83	,1.05	,平手	,0.91	,0.98	,1	,3	
http://bf.win007.com/football/Over_20201101.htm	,http://op1.win007.com/oddslist/1873221.htm	,2020.11.01	,日职乙	,枥木SC	,甲府风林	,2.47	,2.86	,2.60	,2.55	,2.78	,2.58	,平手	,0.87	,1.01	,平手	,0.96	,0.93	,1	,1	
http://bf.win007.com/football/Over_20201101.htm	,http://op1.win007.com/oddslist/1883880.htm	,2020.11.01	,荷甲	,鹿特丹斯巴达	,海伦芬	,2.30	,3.50	,2.40	,2.35	,3.50	,2.35	,平手	,1.00	,0.88	,平手	,0.87	,1.02	,0	,0	
http://bf.win007.com/football/Over_20201101.htm	,http://op1.win007.com/oddslist/1877297.htm	,2020.11.01	,法甲	,兰斯	,斯特拉斯堡	,2.37	,2.90	,2.70	,2.45	,2.90	,2.60	,平手/半球	,0.98	,0.90	,平手	,0.90	,0.99	,3	,3	
http://bf.win007.com/football/Over_20201101.htm	,http://op1.win007.com/oddslist/1877296.htm	,2020.11.01	,法甲	,尼姆	,梅斯	,2.49	,2.90	,2.55	,2.55	,2.90	,2.49	,平手	,0.78	,1.11	,平手	,1.07	,0.83	,0	,0	
http://bf.win007.com/football/Over_20201101.htm	,http://op1.win007.com/oddslist/1858759.htm	,2020.11.02	,巴西甲	,累西腓体育	,巴拉纳竞技	,2.48	,2.85	,2.60	,2.52	,2.80	,2.60	,平手	,0.78	,1.11	,受让平手/半球	,0.77	,1.14	,3	,3	
